x1,y1,init_type,frame,tempgoal_num,type_num
-23,-77,3,800,3,3,20,-77,20,-49,53,-49,2,3,3
53,-50,3,1000,3,3,10,-50,10,-77,-23,-77,1,3,3
-23,-49,3,1200,3,3,15,-49,15,-76,53,-76,1,3,3
53,-76,3,1500,3,3,25,-76,25,-50,-23,-50,2,3,3
