frame,veh_id,vehx,vehy,veh_width,veh_height,veh_speed,acc,leader_type,yaw,bp
0,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,3.0743255335530524,veh,-180,vehicle.mercedes.coupe
0,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,3.7404072047192654,veh,0,vehicle.ford.mustang
0,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,0.7800023479332885,veh,0,vehicle.audi.tt
1,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,6.148650959117582,veh,-180.0,vehicle.mercedes.coupe
1,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,3.925208991505565,veh,-180,vehicle.mercedes.coupe_2020
1,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,7.480813942587873,veh,0.0,vehicle.ford.mustang
1,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,3.123065565777756,veh,0,vehicle.tesla.model3
1,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,2.51627987452716,veh,0.0,vehicle.audi.tt
2,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,9.222974764854396,veh,-180.0,vehicle.mercedes.coupe
2,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,7.850417433894416,veh,-180.0,vehicle.mercedes.coupe_2020
2,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,11.221213677698476,veh,0.0,vehicle.ford.mustang
2,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,6.230787704025778,veh,0.0,vehicle.tesla.model3
2,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,4.202191070056515,veh,0.0,vehicle.audi.tt
3,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,12.297291551344085,veh,-180.0,vehicle.mercedes.coupe
3,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,11.77561763953501,veh,-180.0,vehicle.mercedes.coupe_2020
3,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,14.961583067621422,veh,0.0,vehicle.ford.mustang
3,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,9.32289125725351,veh,0.0,vehicle.tesla.model3
3,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,5.839231501264329,veh,0.0,vehicle.audi.tt
4,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,15.371589439930528,veh,-180.0,vehicle.mercedes.coupe
4,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,15.700782152727761,veh,-180.0,vehicle.mercedes.coupe_2020
4,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,18.701870760034073,veh,0.0,vehicle.ford.mustang
4,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,12.399112089310098,veh,0.0,vehicle.tesla.model3
4,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,7.428934371059739,veh,0.0,vehicle.audi.tt
5,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,18.44584748132838,veh,-180.0,vehicle.mercedes.coupe
5,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,19.625850572281692,veh,-180.0,vehicle.mercedes.coupe_2020
5,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,22.441986193405437,veh,0.0,vehicle.ford.mustang
