frame,veh_id,vehx,vehy,veh_width,veh_height,veh_speed,acc,leader_type,yaw,bp
0,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,3.096947635959813,veh,-180,vehicle.mercedes.coupe
0,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,3.7044063107765672,veh,0,vehicle.ford.mustang
0,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,1.723904268174016,veh,0,vehicle.audi.tt
1,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,6.193895175363474,veh,-180.0,vehicle.mercedes.coupe
1,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,3.921183464786629,veh,-180,vehicle.mercedes.coupe_2020
1,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,7.408812184463688,veh,0.0,vehicle.ford.mustang
1,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,3.003255362774464,veh,0,vehicle.tesla.model3
1,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,3.9558888996591253,veh,0.0,vehicle.audi.tt
2,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,9.29084126642495,veh,-180.0,vehicle.mercedes.coupe
2,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,7.84236614440382,veh,-180.0,vehicle.mercedes.coupe_2020
2,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,11.113211501810762,veh,0.0,vehicle.ford.mustang
2,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,5.989354718841733,veh,0.0,vehicle.tesla.model3
2,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,6.140128720797776,veh,0.0,vehicle.audi.tt
3,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,12.387781081341975,veh,-180.0,vehicle.mercedes.coupe
3,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,11.763537046484476,veh,-180.0,vehicle.mercedes.coupe_2020
3,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,14.817582408436852,veh,0.0,vehicle.ford.mustang
3,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,8.958099839483397,veh,0.0,vehicle.tesla.model3
3,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,8.276933554193048,veh,0.0,vehicle.audi.tt
4,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,15.48470399900239,veh,-180.0,vehicle.mercedes.coupe
4,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,15.684656912835303,veh,-180.0,vehicle.mercedes.coupe_2020
4,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,18.52187682560897,veh,0.0,vehicle.ford.mustang
4,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,11.909308397636343,veh,0.0,vehicle.tesla.model3
4,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,10.366710320518258,veh,0.0,vehicle.audi.tt
5,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,18.581591287900018,veh,-180.0,vehicle.mercedes.coupe
5,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,19.605639378190173,veh,-180.0,vehicle.mercedes.coupe_2020
5,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,22.22600996460969,veh,0.0,vehicle.ford.mustang
5,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,14.842810970079828,veh,0.0,vehicle.tesla.model3
5,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,12.409956387389938,veh,0.0,vehicle.audi.tt
6,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,21.678413789633122,veh,-180.0,vehicle.mercedes.coupe
6,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,23.526332139905236,veh,-180.0,vehicle.mercedes.coupe_2020
6,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,25.92984985108456,veh,0.0,vehicle.ford.mustang
6,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,17.758448194219223,veh,0.0,vehicle.tesla.model3
6,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,14.407252782711648,veh,0.0,vehicle.audi.tt
7,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,24.775129603668,veh,-180.0,vehicle.mercedes.coupe
7,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,27.446498158074494,veh,-180.0,vehicle.mercedes.coupe_2020
7,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,29.633206871056725,veh,0.0,vehicle.ford.mustang
7,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,20.656068071592696,veh,0.0,vehicle.tesla.model3
7,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,16.359257328092998,veh,0.0,vehicle.audi.tt
8,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,27.871681774456512,veh,-180.0,vehicle.mercedes.coupe
