veh_arrival_rate,total_frame,min_ped_speed,max_ped_speed,min_veh_desire_speed,max_veh_desire_speed,w1,w2,w3,w4,w5
5,1000,2.5,4.17,0.5,1.0,0.0,0.9,0.0,0.1,0.0
