x1,y1,x2,y2,x3,y3,x4,y4
41.884445,-62.478821,45.884445,-62.478821,41.884445,-71.978821,45.884445,-71.978821
104.616127,3.002859,95.366127,3.002859,104.616127,-2.002859,95.366127,-2.002859
