frame,veh_id,vehx,vehy,veh_width,veh_height,veh_speed,acc,leader_type,yaw,bp
0,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,3.766318623871849,veh,-180,vehicle.mercedes.coupe
0,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,3.63585394685468,veh,0,vehicle.ford.mustang
0,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,0.7037039750471186,veh,0,vehicle.audi.tt
1,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,7.532636939978457,veh,-180.0,vehicle.mercedes.coupe
1,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,3.116456207623944,veh,-180,vehicle.mercedes.coupe_2020
1,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,7.271707443793445,veh,0.0,vehicle.ford.mustang
1,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,3.48448790084938,veh,0,vehicle.tesla.model3
1,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,2.365598155982827,veh,0.0,vehicle.audi.tt
2,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,11.298950639607238,veh,-180.0,vehicle.mercedes.coupe
2,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,6.232912196228662,veh,-180.0,vehicle.mercedes.coupe_2020
2,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,10.907554191995274,veh,0.0,vehicle.ford.mustang
2,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,6.946072871981302,veh,0.0,vehicle.tesla.model3
2,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,3.980172840473468,veh,0.0,vehicle.audi.tt
3,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,15.065244334540653,veh,-180.0,vehicle.mercedes.coupe
3,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,9.349364899545499,veh,-180.0,vehicle.mercedes.coupe_2020
3,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,14.543371695763094,veh,0.0,vehicle.ford.mustang
3,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,10.384276837656827,veh,0.0,vehicle.tesla.model3
3,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,5.5490715716336485,veh,0.0,vehicle.audi.tt
4,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,18.831484171141476,veh,-180.0,vehicle.mercedes.coupe
4,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,12.465803366640483,veh,-180.0,vehicle.mercedes.coupe_2020
4,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,18.1791104655404,veh,0.0,vehicle.ford.mustang
4,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,13.798639360957889,veh,0.0,vehicle.tesla.model3
4,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,7.073952917262189,veh,0.0,vehicle.audi.tt
5,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,22.59761044618836,veh,-180.0,vehicle.mercedes.coupe
5,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,15.582203505729002,veh,-180.0,vehicle.mercedes.coupe_2020
5,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,21.81468322480265,veh,0.0,vehicle.ford.mustang
5,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,17.188712853766926,veh,0.0,vehicle.tesla.model3
5,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,8.55648124318247,veh,0.0,vehicle.audi.tt
6,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,26.363530227578217,veh,-180.0,vehicle.mercedes.coupe
6,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,18.69852282906176,veh,-180.0,vehicle.mercedes.coupe_2020
6,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,25.449954127722034,veh,0.0,vehicle.ford.mustang
6,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,20.554058176256813,veh,0.0,vehicle.tesla.model3
6,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,9.998318367412478,veh,0.0,vehicle.audi.tt
7,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,30.129109985595623,veh,-180.0,vehicle.mercedes.coupe
7,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,21.814695200789426,veh,-180.0,vehicle.mercedes.coupe_2020
7,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,29.084728000222263,veh,0.0,vehicle.ford.mustang
7,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,23.89424061832867,veh,0.0,vehicle.tesla.model3
7,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,11.40111606682079,veh,0.0,vehicle.audi.tt
8,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,33.89416824384005,veh,-180.0,vehicle.mercedes.coupe
