x1,y1,x2,y2,x3,y3,x4,y4
60.884445,135.928821,55.884445,135.928821,60.884445,144.978821,55.884445,144.978821
-30.884445,125.728821,-25.884445,125.728821,-30.884445,135.228821,-25.884445,135.228821
