x1,y1,x2,y2,x3,y3,x4,y4
35.884445,67.966034,30.884445,67.966034,35.884445,74.216034,30.884445,74.216034
-32.884445,61.716034,-27.884445,61.716034,-32.884445,67.966034,-27.884445,67.966034
