frame,ped_id,state,ped_type,x,y,vx,vy,w1,w2,w3,w4,w5
100,0,2,3,31.884445190429688,59.91603469848633,0.0,0.0,0.0,1.0,0.0,0.0,0.0
101,0,2,3,31.881622961992385,59.91603469848633,-0.08466685311907311,0.0,0.0,1.0,0.0,0.0,0.0
102,0,2,3,31.876166653680265,59.91603469848633,-0.16368924936354134,0.0,0.0,1.0,0.0,0.0,0.0
103,0,2,3,31.86825187081832,59.91603469848633,-0.23744348585837838,0.0,0.0,1.0,0.0,0.0,0.0
104,0,2,3,31.85804251170987,59.91603469848633,-0.3062807732535596,0.0,0.0,1.0,0.0,0.0,0.0
105,0,2,3,31.84569154810468,59.91603469848633,-0.37052890815572875,0.0,0.0,1.0,0.0,0.0,0.0
106,0,2,3,31.831341753635865,59.91603469848633,-0.43049383406441993,0.0,0.0,1.0,0.0,0.0,0.0
107,0,2,3,31.815126383694334,59.91603469848633,-0.48646109824586503,0.0,0.0,1.0,0.0,0.0,0.0
108,0,2,3,31.79716980997827,59.91603469848633,-0.5386972114818804,0.0,0.0,1.0,0.0,0.0,0.0
109,0,2,3,31.77758811273931,59.91603469848633,-0.5874509171688281,0.0,0.0,1.0,0.0,0.0,0.0
110,0,2,3,31.756489633545645,59.91603469848633,-0.6329543758099794,0.0,0.0,1.0,0.0,0.0,0.0
111,0,2,3,31.733975491194254,59.91603469848633,-0.6754242705417205,0.0,0.0,1.0,0.0,0.0,0.0
112,0,2,3,31.710140063228987,59.91603469848633,-0.7150628389580123,0.0,0.0,1.0,0.0,0.0,0.0
113,0,2,3,31.685071435357436,59.91603469848633,-0.7520588361465512,0.0,0.0,1.0,0.0,0.0,0.0
114,0,2,3,31.658851820906687,59.91603469848633,-0.786588433522521,0.0,0.0,1.0,0.0,0.0,0.0
115,0,2,3,31.63155795231535,59.91603469848633,-0.8188160577400927,0.0,0.0,1.0,0.0,0.0,0.0
116,0,2,3,31.603261446526133,59.91603469848633,-0.8488951736764929,0.0,0.0,1.0,0.0,0.0,0.0
117,0,2,3,31.574029146018894,59.91603469848633,-0.8769690152171332,0.0,0.0,1.0,0.0,0.0,0.0
118,0,2,3,31.54392343710817,59.91603469848633,-0.9031712673217308,0.0,0.0,1.0,0.0,0.0,0.0
119,0,2,3,31.513002547020857,59.91603469848633,-0.9276267026193552,0.0,0.0,1.0,0.0,0.0,0.0
120,0,2,3,31.48132082116873,59.91603469848633,-0.9504517755638047,0.0,0.0,1.0,0.0,0.0,0.0
121,0,2,3,31.44892898193611,59.91603469848633,-0.9717551769786241,0.0,0.0,1.0,0.0,0.0,0.0
122,0,2,3,31.41587437021503,59.91603469848633,-0.9916383516324556,0.0,0.0,1.0,0.0,0.0,0.0
123,0,2,3,31.38220117083805,59.91603469848633,-1.010195981309365,0.0,0.0,1.0,0.0,0.0,0.0
124,0,2,3,31.347950622982236,59.91603469848633,-1.0275164356744806,0.0,0.0,1.0,0.0,0.0,0.0
125,0,2,3,31.31316121654617,59.91603469848633,-1.0436821930819216,0.0,0.0,1.0,0.0,0.0,0.0
126,0,2,3,31.277868875435207,59.91603469848633,-1.0587702333288667,0.0,0.0,1.0,0.0,0.0,0.0
127,0,2,3,31.242107128627673,59.91603469848633,-1.0728524042260152,0.0,0.0,1.0,0.0,0.0,0.0
128,0,2,3,31.205907269836672,59.91603469848633,-1.0859957637300206,0.0,0.0,1.0,0.0,0.0,0.0
129,0,2,3,31.16929850652777,59.91603469848633,-1.0982628992670924,0.0,0.0,1.0,0.0,0.0,0.0
130,0,2,3,31.13230809900216,59.91603469848633,-1.1097122257683594,0.0,0.0,1.0,0.0,0.0,0.0
131,0,2,3,31.09496149020762,59.91603469848633,-1.1203982638362084,0.0,0.0,1.0,0.0,0.0,0.0
132,0,2,3,31.057282426895412,59.91603469848633,-1.130371899366201,0.0,0.0,1.0,0.0,0.0,0.0
133,0,2,3,31.01929307270005,59.91603469848633,-1.1396806258608607,0.0,0.0,1.0,0.0,0.0,0.0
134,0,2,3,30.981014113680413,59.91603469848633,-1.1483687705892098,0.0,0.0,1.0,0.0,0.0,0.0
135,0,2,3,30.942464856824778,59.91603469848633,-1.1564777056690023,0.0,0.0,1.0,0.0,0.0,0.0
136,0,2,3,30.903663321988883,59.91603469848633,-1.1640460450768086,0.0,0.0,1.0,0.0,0.0,0.0
137,0,2,3,30.864626327704748,59.91603469848633,-1.1711098285240946,0.0,0.0,1.0,0.0,0.0,0.0
138,0,2,3,30.82536957126892,59.91603469848633,-1.1777026930748948,0.0,0.0,1.0,0.0,0.0,0.0
139,0,2,3,30.785907703491507,59.91603469848633,-1.1838560333223083,0.0,0.0,1.0,0.0,0.0,0.0
140,0,2,3,30.746254398461954,59.91603469848633,-1.1895991508865609,0.0,0.0,1.0,0.0,0.0,0.0
141,0,2,3,30.706422418663735,59.91603469848633,-1.19495939394653,0.0,0.0,1.0,0.0,0.0,0.0
142,0,2,3,30.666423675748096,59.91603469848633,-1.1999622874691678,0.0,0.0,1.0,0.0,0.0,0.0
143,0,2,3,30.626269287256196,59.91603469848633,-1.204631654756963,0.0,0.0,1.0,0.0,0.0,0.0
144,0,2,3,30.585969629559788,59.91603469848633,-1.2089897308922386,0.0,0.0,1.0,0.0,0.0,0.0
145,0,2,3,30.545534387272504,59.91603469848633,-1.2130572686184957,0.0,0.0,1.0,0.0,0.0,0.0
146,0,2,3,30.504972599367072,59.91603469848633,-1.2168536371630025,0.0,0.0,1.0,0.0,0.0,0.0
147,0,2,3,30.46429270221803,59.91603469848633,-1.2203969144712088,0.0,0.0,1.0,0.0,0.0,0.0
148,0,2,3,30.423502569774957,59.91603469848633,-1.2237039732922013,0.0,0.0,1.0,0.0,0.0,0.0
149,0,2,3,30.382609551057453,59.91603469848633,-1.2267905615251276,0.0,0.0,1.0,0.0,0.0,0.0
150,0,2,3,30.34162050515048,59.91603469848633,-1.229671377209192,0.0,0.0,1.0,0.0,0.0,0.0
151,0,2,3,30.30054183386667,59.91603469848633,-1.232360138514319,0.0,0.0,1.0,0.0,0.0,0.0
152,0,2,3,30.259379512231146,59.91603469848633,-1.234869649065771,0.0,0.0,1.0,0.0,0.0,0.0
153,0,2,3,30.21813911693402,59.91603469848633,-1.2372118589137926,0.0,0.0,1.0,0.0,0.0,0.0
154,0,2,3,30.176825852886065,59.91603469848633,-1.2393979214386128,0.0,0.0,1.0,0.0,0.0,0.0
155,0,2,3,30.135444578004005,59.91603469848633,-1.2414382464617784,0.0,0.0,1.0,0.0,0.0,0.0
156,0,2,3,30.09399982634345,59.91603469848633,-1.243342549816733,0.0,0.0,1.0,0.0,0.0,0.0
157,0,2,3,30.052495829689626,59.91603469848633,-1.2451198996146906,0.0,0.0,1.0,0.0,0.0,0.0
158,0,2,3,30.010936537708755,59.91603469848633,-1.2467787594261177,0.0,0.0,1.0,0.0,0.0,0.0
159,0,2,3,29.969325636755972,59.91603469848633,-1.2483270285834496,0.0,0.0,1.0,0.0,0.0,0.0
160,0,2,3,29.927666567429405,59.91603469848633,-1.2497720797969594,0.0,0.0,1.0,0.0,0.0,0.0
161,0,2,3,29.885962540953976,59.91603469848633,-1.251120794262902,0.0,0.0,1.0,0.0,0.0,0.0
162,0,2,3,29.84421655447294,59.91603469848633,-1.252379594431115,0.0,0.0,1.0,0.0,0.0,0.0
163,0,2,3,29.802431405320004,59.91603469848633,-1.2535544745881138,0.0,0.0,1.0,0.0,0.0,0.0
