pedtype,x1,y1,x2,y2,x3,y3,x4,y4
1,-32.884445,74.216034,35.884445,74.216034,-32.884445,81.216034,35.884445,81.216034
2,-32.884445,61.716034,35.884445,61.716034,-32.884445,57.716034,35.884445,57.716034
