type,x1,x2,x3,x4
3,31.884445,59.916034,-29.884445,59.916034
3,31.884445,78.716034,-29.884445,78.716034
3,31.884445,77.916034,-29.884445,77.916034
3,-29.884445,77.716034,31.884445,77.716034
3,-29.884445,77.516034,31.884445,77.516034
