pedtype,x1,y1,x2,y2,x3,y3,x4,y4
1,-25.887941,144.603806,55.879616,145.061142,-25.921499,150.603714,55.846058,151.061050
2,-25.783083,125.854042,55.984497,126.311378,-25.749525,119.854141,56.018055,120.311478
