frame,veh_id,vehx,vehy,veh_width,veh_height,veh_speed,acc,leader_type,yaw,bp
0,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,3.608631403616305,veh,-180,vehicle.mercedes.coupe
0,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,3.2051159871082104,veh,0,vehicle.ford.mustang
0,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,1.5816159805529482,veh,0,vehicle.audi.tt
1,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,7.217262640202592,veh,-180.0,vehicle.mercedes.coupe
1,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,3.216356963296226,veh,-180,vehicle.mercedes.coupe_2020
1,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,6.4102318381074985,veh,0.0,vehicle.ford.mustang
1,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,3.3061746142196173,veh,0,vehicle.tesla.model3
1,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,3.703540014773663,veh,0.0,vehicle.audi.tt
2,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,10.825891371338862,veh,-180.0,vehicle.mercedes.coupe
2,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,6.432713704885156,veh,-180.0,vehicle.mercedes.coupe_2020
2,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,9.615345647473138,veh,0.0,vehicle.ford.mustang
2,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,6.593963890288945,veh,0.0,vehicle.tesla.model3
2,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,5.779732782878638,veh,0.0,vehicle.audi.tt
3,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,14.434509245537932,veh,-180.0,vehicle.mercedes.coupe
3,1,8.884445190429688,62.966033935546875,1.0011495560113537,2.3394126892089844,0.0,9.649067120865123,veh,-180.0,vehicle.mercedes.coupe_2020
3,2,10.884445190429688,72.96603393554688,0.9479585269308304,2.326620101928711,0.0,12.820450609769251,veh,0.0,vehicle.ford.mustang
3,3,-5.8844451904296875,72.96603393554688,1.082119564190953,2.3666703701019287,0.0,9.862892979180897,veh,0.0,vehicle.tesla.model3
3,4,-15.884445190429688,72.96603393554688,0.9970586399340878,2.090977430343628,0.0,7.810798236316492,veh,0.0,vehicle.audi.tt
4,0,-15.0,65.46603393554688,1.0749967098236084,2.513388515229759,0.0,18.043097889663674,veh,-180.0,vehicle.mercedes.coupe
