x1,y1,x2,y2,x3,y3,x4,y4
60.884445,-53.228821,55.884445,-53.228821,60.884445,-62.728821,55.884445,-62.728821
-30.884445,-62.728821,-25.884445,-62.728821,-30.884445,-72.228821,-25.884445,-72.228821
